MegaMek Equipment Extended Database
This file can be regenerated with java -jar MegaMek.jar -eqedb /Users/ianbellomy/Sites/megamek/megamek/extended-equipment.txt
Type,Name,Tech Base,Rules,Tech Rating,Static Tech Level,Introduction Date,Prototype Date,Production Date,Common Date,Extinction Date,Re-Introduction Date,Tonnage,CriticalSlots,Cost,BV,RulesRef,Alias
A,"Primitive Prototype LRM 20 Thunder-Vibrabomb Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3064","-","-",1.0,1,30000.0,23.0,"373, TO","IS Ammo LRM-20 Primitive Thunder-Vibrabomb,IS Ammo LRM-20 Primitive Thunder-Vibrabomb,ISLRM20p Ammo Thunder-Vibrabomb,IS LRM 20 Primitive Ammo Thunder-Vibrabomb,IS Ammo LRM-20 Primitive - Thunder-Vibrabomb,ISLRM20p Ammo - Thunder-Vibrabomb,IS LRM 20 Primitive Ammo - Thunder-Vibrabomb,IS Thunder-Vibrabomb Ammo LRM-20 Primitive,ISLRM20p Thunder-Vibrabomb Ammo,IS LRM 20 Primitive Thunder-Vibrabomb Ammo,"
A,"Primitive Prototype LRM 20 Thunder-Inferno Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3062","-","-",1.0,1,30000.0,23.0,"373, TO","IS Ammo LRM-20 Primitive Thunder-Inferno,IS Ammo LRM-20 Primitive Thunder-Inferno,ISLRM20p Ammo Thunder-Inferno,IS LRM 20 Primitive Ammo Thunder-Inferno,IS Ammo LRM-20 Primitive - Thunder-Inferno,ISLRM20p Ammo - Thunder-Inferno,IS LRM 20 Primitive Ammo - Thunder-Inferno,IS Thunder-Inferno Ammo LRM-20 Primitive,ISLRM20p Thunder-Inferno Ammo,IS LRM 20 Primitive Thunder-Inferno Ammo,"
A,"Primitive Prototype LRM 20 Anti-TSM Ammo","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-F","Experimental","3026(FS)","3026(FS)","3027(FS)","-","-","-",1.0,1,30000.0,23.0,"104, IO","IS Ammo LRM-20 Primitive Anti-TSM,IS Ammo LRM-20 Primitive Anti-TSM,ISLRM20p Ammo Anti-TSM,IS LRM 20 Primitive Ammo Anti-TSM,IS Ammo LRM-20 Primitive - Anti-TSM,ISLRM20p Ammo - Anti-TSM,IS LRM 20 Primitive Ammo - Anti-TSM,IS Anti-TSM Ammo LRM-20 Primitive,ISLRM20p Anti-TSM Ammo,IS LRM 20 Primitive Anti-TSM Ammo,"
A,"Primitive Prototype LRM 20 Artemis-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","2592(TH)","2592(TH)","2598(TH)","3045","~2855","3035",1.0,1,30000.0,23.0,"230, TM","IS Ammo LRM-20 Primitive Artemis-capable,IS Ammo LRM-20 Primitive Artemis-capable,ISLRM20p Ammo Artemis-capable,IS LRM 20 Primitive Ammo Artemis-capable,IS Ammo LRM-20 Primitive - Artemis-capable,ISLRM20p Ammo - Artemis-capable,IS LRM 20 Primitive Ammo - Artemis-capable,IS Artemis-capable Ammo LRM-20 Primitive,ISLRM20p Artemis-capable Ammo,IS LRM 20 Primitive Artemis-capable Ammo,"
A,"Primitive Prototype LRM 20 Dead-Fire Ammo","Inner Sphere","IS_Experimental","C/X-X-E-E","Experimental","3052(DC)","3052(DC)","-","-","-","-",1.0,1,30000.0,36.0,"131, IO","IS Ammo LRM-20 Primitive Dead-Fire,IS Ammo LRM-20 Primitive Dead-Fire,ISLRM20p Ammo Dead-Fire,IS LRM 20 Primitive Ammo Dead-Fire,IS Ammo LRM-20 Primitive - Dead-Fire,ISLRM20p Ammo - Dead-Fire,IS LRM 20 Primitive Ammo - Dead-Fire,IS Dead-Fire Ammo LRM-20 Primitive,ISLRM20p Dead-Fire Ammo,IS LRM 20 Primitive Dead-Fire Ammo,"
A,"Primitive Prototype LRM 20 Fragmentation Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/E-F(F*)-E-D","Standard","~2375(FS)","~2375(FS)","2377(FS)","3058","2790","3054(FW)",1.0,1,30000.0,23.0,"230, TM","IS Ammo LRM-20 Primitive Fragmentation,IS Ammo LRM-20 Primitive Fragmentation,ISLRM20p Ammo Fragmentation,IS LRM 20 Primitive Ammo Fragmentation,IS Ammo LRM-20 Primitive - Fragmentation,ISLRM20p Ammo - Fragmentation,IS LRM 20 Primitive Ammo - Fragmentation,IS Fragmentation Ammo LRM-20 Primitive,ISLRM20p Fragmentation Ammo,IS LRM 20 Primitive Fragmentation Ammo,"
A,"Primitive Prototype LRM 20 Listen-Kill Ammo","Inner Sphere","IS_Experimental","D/X-F(F*)-X-X","Experimental","~3037(FS,LC)","~3037(FS,LC)","-","-","3040","-",1.0,1,30000.0,28.0,"105, IO","IS Ammo LRM-20 Primitive Listen-Kill,IS Ammo LRM-20 Primitive Listen-Kill,ISLRM20p Ammo Listen-Kill,IS LRM 20 Primitive Ammo Listen-Kill,IS Ammo LRM-20 Primitive - Listen-Kill,ISLRM20p Ammo - Listen-Kill,IS LRM 20 Primitive Ammo - Listen-Kill,IS Listen-Kill Ammo LRM-20 Primitive,ISLRM20p Listen-Kill Ammo,IS LRM 20 Primitive Listen-Kill Ammo,"
A,"Primitive Prototype LRM 20 Mine Clearance Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/X-X-E-D","Advanced","~3065(FS)","~3065(FS)","3069","-","-","-",1.0,1,30000.0,23.0,"370, TO","IS Ammo LRM-20 Primitive Mine Clearance,IS Ammo LRM-20 Primitive Mine Clearance,ISLRM20p Ammo Mine Clearance,IS LRM 20 Primitive Ammo Mine Clearance,IS Ammo LRM-20 Primitive - Mine Clearance,ISLRM20p Ammo - Mine Clearance,IS LRM 20 Primitive Ammo - Mine Clearance,IS Mine Clearance Ammo LRM-20 Primitive,ISLRM20p Mine Clearance Ammo,IS LRM 20 Primitive Mine Clearance Ammo,"
A,"Primitive Prototype LRM 20 Narc-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","~2520(TH)","~2520(TH)","2587(TH)","3049","~2795","3035",1.0,1,30000.0,23.0,"142, TW","IS Ammo LRM-20 Primitive Narc-capable,IS Ammo LRM-20 Primitive Narc-capable,ISLRM20p Ammo Narc-capable,IS LRM 20 Primitive Ammo Narc-capable,IS Ammo LRM-20 Primitive - Narc-capable,ISLRM20p Ammo - Narc-capable,IS LRM 20 Primitive Ammo - Narc-capable,IS Narc-capable Ammo LRM-20 Primitive,ISLRM20p Narc-capable Ammo,IS LRM 20 Primitive Narc-capable Ammo,"
A,"MML 3 LRM Follow The Leader Ammo","Inner Sphere","IS_Experimental","E/F-F-F-F","Experimental","~2750(TH)","~2750(TH)","-","-","~2770","-",1.0,1,60000.0,6.0,"368, TO","IS Ammo MML-3 LRM Follow The Leader,IS Ammo MML-3 LRM Follow The Leader,ISMML3 LRM Ammo Follow The Leader,IS MML-3 LRM Ammo Follow The Leader,IS Ammo MML-3 LRM - Follow The Leader,ISMML3 LRM Ammo - Follow The Leader,IS MML-3 LRM Ammo - Follow The Leader,IS Follow The Leader Ammo MML-3 LRM,ISMML3 LRM Follow The Leader Ammo,IS MML-3 LRM Follow The Leader Ammo,"
A,"MML 3 LRM Heat-Seeking Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/E-E-E-F","Advanced","~2365(TH)","~2365(TH)","2370(TH)","-","-","-",1.0,1,60000.0,6.0,"369, TO","IS Ammo MML-3 LRM Heat-Seeking,IS Ammo MML-3 LRM Heat-Seeking,ISMML3 LRM Ammo Heat-Seeking,IS MML-3 LRM Ammo Heat-Seeking,IS Ammo MML-3 LRM - Heat-Seeking,ISMML3 LRM Ammo - Heat-Seeking,IS MML-3 LRM Ammo - Heat-Seeking,IS Heat-Seeking Ammo MML-3 LRM,ISMML3 LRM Heat-Seeking Ammo,IS MML-3 LRM Heat-Seeking Ammo,"
A,"MML 3 LRM Semi-guided Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-D-D","Standard","~3053(FW)","~3053(FW)","3057(FW)","3065","-","-",1.0,1,90000.0,4.0,"231, TM","IS Ammo MML-3 LRM Semi-guided,IS Ammo MML-3 LRM Semi-guided,ISMML3 LRM Ammo Semi-guided,IS MML-3 LRM Ammo Semi-guided,IS Ammo MML-3 LRM - Semi-guided,ISMML3 LRM Ammo - Semi-guided,IS MML-3 LRM Ammo - Semi-guided,IS Semi-guided Ammo MML-3 LRM,ISMML3 LRM Semi-guided Ammo,IS MML-3 LRM Semi-guided Ammo,"
A,"MML 3 LRM Smoke Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/D-D-D-D","Advanced","~2333(TH)","~2333(TH)","2370(TH)","-","-","-",1.0,1,15000.0,4.0,"371, TO","IS Ammo MML-3 LRM Smoke,IS Ammo MML-3 LRM Smoke,ISMML3 LRM Ammo Smoke,IS MML-3 LRM Ammo Smoke,IS Ammo MML-3 LRM - Smoke,ISMML3 LRM Ammo - Smoke,IS MML-3 LRM Ammo - Smoke,IS Smoke Ammo MML-3 LRM,ISMML3 LRM Smoke Ammo,IS MML-3 LRM Smoke Ammo,"
A,"MML 3 LRM Swarm Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","~2615(TH)","~2615(TH)","2621(TH)","3058","2833","~3053",1.0,1,60000.0,4.0,"371, TO","IS Ammo MML-3 LRM Swarm,IS Ammo MML-3 LRM Swarm,ISMML3 LRM Ammo Swarm,IS MML-3 LRM Ammo Swarm,IS Ammo MML-3 LRM - Swarm,ISMML3 LRM Ammo - Swarm,IS MML-3 LRM Ammo - Swarm,IS Swarm Ammo MML-3 LRM,ISMML3 LRM Swarm Ammo,IS MML-3 LRM Swarm Ammo,"
A,"MML 3 LRM Swarm-I Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","3052(FW)","3052(FW)","3057(FW)","3066","-","-",1.0,1,90000.0,4.8,"371, TO","IS Ammo MML-3 LRM Swarm-I,IS Ammo MML-3 LRM Swarm-I,ISMML3 LRM Ammo Swarm-I,IS MML-3 LRM Ammo Swarm-I,IS Ammo MML-3 LRM - Swarm-I,ISMML3 LRM Ammo - Swarm-I,IS MML-3 LRM Ammo - Swarm-I,IS Swarm-I Ammo MML-3 LRM,ISMML3 LRM Swarm-I Ammo,IS MML-3 LRM Swarm-I Ammo,"
A,"MML 3 LRM Thunder Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-E(F)-D-D","Advanced","~2618(TH)","~2618(TH)","2620(TH)","2650","~2840","3052(LC,FS)",1.0,1,60000.0,96.0,"373, TO","IS Ammo MML-3 LRM Thunder,IS Ammo MML-3 LRM Thunder,ISMML3 LRM Ammo Thunder,IS MML-3 LRM Ammo Thunder,IS Ammo MML-3 LRM - Thunder,ISMML3 LRM Ammo - Thunder,IS MML-3 LRM Ammo - Thunder,IS Thunder Ammo MML-3 LRM,ISMML3 LRM Thunder Ammo,IS MML-3 LRM Thunder Ammo,"
A,"MML 3 LRM Thunder-Active Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3058(CC)","3064","-","-",1.0,1,90000.0,72.0,"373, TO","IS Ammo MML-3 LRM Thunder-Active,IS Ammo MML-3 LRM Thunder-Active,ISMML3 LRM Ammo Thunder-Active,IS MML-3 LRM Ammo Thunder-Active,IS Ammo MML-3 LRM - Thunder-Active,ISMML3 LRM Ammo - Thunder-Active,IS MML-3 LRM Ammo - Thunder-Active,IS Thunder-Active Ammo MML-3 LRM,ISMML3 LRM Thunder-Active Ammo,IS MML-3 LRM Thunder-Active Ammo,"
A,"MML 3 LRM Thunder-Augmented Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3057(CC)","3064","-","-",1.0,1,120000.0,224.0,"373, TO","IS Ammo MML-3 LRM Thunder-Augmented,IS Ammo MML-3 LRM Thunder-Augmented,ISMML3 LRM Ammo Thunder-Augmented,IS MML-3 LRM Ammo Thunder-Augmented,IS Ammo MML-3 LRM - Thunder-Augmented,ISMML3 LRM Ammo - Thunder-Augmented,IS MML-3 LRM Ammo - Thunder-Augmented,IS Thunder-Augmented Ammo MML-3 LRM,ISMML3 LRM Thunder-Augmented Ammo,IS MML-3 LRM Thunder-Augmented Ammo,"
A,"MML 3 LRM Thunder-Vibrabomb Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3064","-","-",1.0,1,75000.0,60.0,"373, TO","IS Ammo MML-3 LRM Thunder-Vibrabomb,IS Ammo MML-3 LRM Thunder-Vibrabomb,ISMML3 LRM Ammo Thunder-Vibrabomb,IS MML-3 LRM Ammo Thunder-Vibrabomb,IS Ammo MML-3 LRM - Thunder-Vibrabomb,ISMML3 LRM Ammo - Thunder-Vibrabomb,IS MML-3 LRM Ammo - Thunder-Vibrabomb,IS Thunder-Vibrabomb Ammo MML-3 LRM,ISMML3 LRM Thunder-Vibrabomb Ammo,IS MML-3 LRM Thunder-Vibrabomb Ammo,"
A,"MML 3 LRM Thunder-Inferno Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3062","-","-",1.0,1,30000.0,60.0,"373, TO","IS Ammo MML-3 LRM Thunder-Inferno,IS Ammo MML-3 LRM Thunder-Inferno,ISMML3 LRM Ammo Thunder-Inferno,IS MML-3 LRM Ammo Thunder-Inferno,IS Ammo MML-3 LRM - Thunder-Inferno,ISMML3 LRM Ammo - Thunder-Inferno,IS MML-3 LRM Ammo - Thunder-Inferno,IS Thunder-Inferno Ammo MML-3 LRM,ISMML3 LRM Thunder-Inferno Ammo,IS MML-3 LRM Thunder-Inferno Ammo,"
A,"MML 3 LRM Anti-TSM Ammo","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-F","Experimental","3026(FS)","3026(FS)","3027(FS)","-","-","-",1.0,1,60000.0,4.0,"104, IO","IS Ammo MML-3 LRM Anti-TSM,IS Ammo MML-3 LRM Anti-TSM,ISMML3 LRM Ammo Anti-TSM,IS MML-3 LRM Ammo Anti-TSM,IS Ammo MML-3 LRM - Anti-TSM,ISMML3 LRM Ammo - Anti-TSM,IS MML-3 LRM Ammo - Anti-TSM,IS Anti-TSM Ammo MML-3 LRM,ISMML3 LRM Anti-TSM Ammo,IS MML-3 LRM Anti-TSM Ammo,"
A,"MML 3 LRM Artemis-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","2592(TH)","2592(TH)","2598(TH)","3045","~2855","3035",1.0,1,60000.0,4.0,"230, TM","IS Ammo MML-3 LRM Artemis-capable,IS Ammo MML-3 LRM Artemis-capable,ISMML3 LRM Ammo Artemis-capable,IS MML-3 LRM Ammo Artemis-capable,IS Ammo MML-3 LRM - Artemis-capable,ISMML3 LRM Ammo - Artemis-capable,IS MML-3 LRM Ammo - Artemis-capable,IS Artemis-capable Ammo MML-3 LRM,ISMML3 LRM Artemis-capable Ammo,IS MML-3 LRM Artemis-capable Ammo,"
A,"MML 3 LRM Dead-Fire Ammo","Inner Sphere","IS_Experimental","C/X-X-E-E","Experimental","3052(DC)","3052(DC)","-","-","-","-",1.0,1,18000.0,3.0,"131, IO","IS Ammo MML-3 LRM Dead-Fire,IS Ammo MML-3 LRM Dead-Fire,ISMML3 LRM Ammo Dead-Fire,IS MML-3 LRM Ammo Dead-Fire,IS Ammo MML-3 LRM - Dead-Fire,ISMML3 LRM Ammo - Dead-Fire,IS MML-3 LRM Ammo - Dead-Fire,IS Dead-Fire Ammo MML-3 LRM,ISMML3 LRM Dead-Fire Ammo,IS MML-3 LRM Dead-Fire Ammo,"
A,"MML 3 LRM Fragmentation Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/E-F(F*)-E-D","Standard","~2375(FS)","~2375(FS)","2377(FS)","3058","2790","3054(FW)",1.0,1,60000.0,4.0,"230, TM","IS Ammo MML-3 LRM Fragmentation,IS Ammo MML-3 LRM Fragmentation,ISMML3 LRM Ammo Fragmentation,IS MML-3 LRM Ammo Fragmentation,IS Ammo MML-3 LRM - Fragmentation,ISMML3 LRM Ammo - Fragmentation,IS MML-3 LRM Ammo - Fragmentation,IS Fragmentation Ammo MML-3 LRM,ISMML3 LRM Fragmentation Ammo,IS MML-3 LRM Fragmentation Ammo,"
A,"MML 3 LRM Listen-Kill Ammo","Inner Sphere","IS_Experimental","D/X-F(F*)-X-X","Experimental","~3037(FS,LC)","~3037(FS,LC)","-","-","3040","-",1.0,1,33000.0,9.0,"105, IO","IS Ammo MML-3 LRM Listen-Kill,IS Ammo MML-3 LRM Listen-Kill,ISMML3 LRM Ammo Listen-Kill,IS MML-3 LRM Ammo Listen-Kill,IS Ammo MML-3 LRM - Listen-Kill,ISMML3 LRM Ammo - Listen-Kill,IS MML-3 LRM Ammo - Listen-Kill,IS Listen-Kill Ammo MML-3 LRM,ISMML3 LRM Listen-Kill Ammo,IS MML-3 LRM Listen-Kill Ammo,"
A,"MML 3 LRM Mine Clearance Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/X-X-E-D","Advanced","~3065(FS)","~3065(FS)","3069","-","-","-",1.0,1,30000.0,4.0,"370, TO","IS Ammo MML-3 LRM Mine Clearance,IS Ammo MML-3 LRM Mine Clearance,ISMML3 LRM Ammo Mine Clearance,IS MML-3 LRM Ammo Mine Clearance,IS Ammo MML-3 LRM - Mine Clearance,ISMML3 LRM Ammo - Mine Clearance,IS MML-3 LRM Ammo - Mine Clearance,IS Mine Clearance Ammo MML-3 LRM,ISMML3 LRM Mine Clearance Ammo,IS MML-3 LRM Mine Clearance Ammo,"
A,"MML 3 LRM Narc-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","~2520(TH)","~2520(TH)","2587(TH)","3049","~2795","3035",1.0,1,60000.0,4.0,"142, TW","IS Ammo MML-3 LRM Narc-capable,IS Ammo MML-3 LRM Narc-capable,ISMML3 LRM Ammo Narc-capable,IS MML-3 LRM Ammo Narc-capable,IS Ammo MML-3 LRM - Narc-capable,ISMML3 LRM Ammo - Narc-capable,IS MML-3 LRM Ammo - Narc-capable,IS Narc-capable Ammo MML-3 LRM,ISMML3 LRM Narc-capable Ammo,IS MML-3 LRM Narc-capable Ammo,"
A,"MML 5 LRM Follow The Leader Ammo","Inner Sphere","IS_Experimental","E/F-F-F-F","Experimental","~2750(TH)","~2750(TH)","-","-","~2770","-",1.0,1,60000.0,9.0,"368, TO","IS Ammo MML-5 LRM Follow The Leader,IS Ammo MML-5 LRM Follow The Leader,ISMML5 LRM Ammo Follow The Leader,IS MML-5 LRM Ammo Follow The Leader,IS Ammo MML-5 LRM - Follow The Leader,ISMML5 LRM Ammo - Follow The Leader,IS MML-5 LRM Ammo - Follow The Leader,IS Follow The Leader Ammo MML-5 LRM,ISMML5 LRM Follow The Leader Ammo,IS MML-5 LRM Follow The Leader Ammo,"
A,"MML 5 LRM Heat-Seeking Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/E-E-E-F","Advanced","~2365(TH)","~2365(TH)","2370(TH)","-","-","-",1.0,1,60000.0,9.0,"369, TO","IS Ammo MML-5 LRM Heat-Seeking,IS Ammo MML-5 LRM Heat-Seeking,ISMML5 LRM Ammo Heat-Seeking,IS MML-5 LRM Ammo Heat-Seeking,IS Ammo MML-5 LRM - Heat-Seeking,ISMML5 LRM Ammo - Heat-Seeking,IS MML-5 LRM Ammo - Heat-Seeking,IS Heat-Seeking Ammo MML-5 LRM,ISMML5 LRM Heat-Seeking Ammo,IS MML-5 LRM Heat-Seeking Ammo,"
A,"MML 5 LRM Semi-guided Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-D-D","Standard","~3053(FW)","~3053(FW)","3057(FW)","3065","-","-",1.0,1,90000.0,6.0,"231, TM","IS Ammo MML-5 LRM Semi-guided,IS Ammo MML-5 LRM Semi-guided,ISMML5 LRM Ammo Semi-guided,IS MML-5 LRM Ammo Semi-guided,IS Ammo MML-5 LRM - Semi-guided,ISMML5 LRM Ammo - Semi-guided,IS MML-5 LRM Ammo - Semi-guided,IS Semi-guided Ammo MML-5 LRM,ISMML5 LRM Semi-guided Ammo,IS MML-5 LRM Semi-guided Ammo,"
A,"MML 5 LRM Smoke Ammo","Inner Sphere","IS_Advanced/IS_Experimental","C/D-D-D-D","Advanced","~2333(TH)","~2333(TH)","2370(TH)","-","-","-",1.0,1,15000.0,6.0,"371, TO","IS Ammo MML-5 LRM Smoke,IS Ammo MML-5 LRM Smoke,ISMML5 LRM Ammo Smoke,IS MML-5 LRM Ammo Smoke,IS Ammo MML-5 LRM - Smoke,ISMML5 LRM Ammo - Smoke,IS MML-5 LRM Ammo - Smoke,IS Smoke Ammo MML-5 LRM,ISMML5 LRM Smoke Ammo,IS MML-5 LRM Smoke Ammo,"
A,"MML 5 LRM Swarm Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","~2615(TH)","~2615(TH)","2621(TH)","3058","2833","~3053",1.0,1,60000.0,6.0,"371, TO","IS Ammo MML-5 LRM Swarm,IS Ammo MML-5 LRM Swarm,ISMML5 LRM Ammo Swarm,IS MML-5 LRM Ammo Swarm,IS Ammo MML-5 LRM - Swarm,ISMML5 LRM Ammo - Swarm,IS MML-5 LRM Ammo - Swarm,IS Swarm Ammo MML-5 LRM,ISMML5 LRM Swarm Ammo,IS MML-5 LRM Swarm Ammo,"
A,"MML 5 LRM Swarm-I Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-X-D-D","Advanced","3052(FW)","3052(FW)","3057(FW)","3066","-","-",1.0,1,90000.0,7.2,"371, TO","IS Ammo MML-5 LRM Swarm-I,IS Ammo MML-5 LRM Swarm-I,ISMML5 LRM Ammo Swarm-I,IS MML-5 LRM Ammo Swarm-I,IS Ammo MML-5 LRM - Swarm-I,ISMML5 LRM Ammo - Swarm-I,IS MML-5 LRM Ammo - Swarm-I,IS Swarm-I Ammo MML-5 LRM,ISMML5 LRM Swarm-I Ammo,IS MML-5 LRM Swarm-I Ammo,"
A,"MML 5 LRM Thunder Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-E(F)-D-D","Advanced","~2618(TH)","~2618(TH)","2620(TH)","2650","~2840","3052(LC,FS)",1.0,1,60000.0,96.0,"373, TO","IS Ammo MML-5 LRM Thunder,IS Ammo MML-5 LRM Thunder,ISMML5 LRM Ammo Thunder,IS MML-5 LRM Ammo Thunder,IS Ammo MML-5 LRM - Thunder,ISMML5 LRM Ammo - Thunder,IS MML-5 LRM Ammo - Thunder,IS Thunder Ammo MML-5 LRM,ISMML5 LRM Thunder Ammo,IS MML-5 LRM Thunder Ammo,"
A,"MML 5 LRM Thunder-Active Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3058(CC)","3064","-","-",1.0,1,90000.0,72.0,"373, TO","IS Ammo MML-5 LRM Thunder-Active,IS Ammo MML-5 LRM Thunder-Active,ISMML5 LRM Ammo Thunder-Active,IS MML-5 LRM Ammo Thunder-Active,IS Ammo MML-5 LRM - Thunder-Active,ISMML5 LRM Ammo - Thunder-Active,IS MML-5 LRM Ammo - Thunder-Active,IS Thunder-Active Ammo MML-5 LRM,ISMML5 LRM Thunder-Active Ammo,IS MML-5 LRM Thunder-Active Ammo,"
A,"MML 5 LRM Thunder-Augmented Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3057(CC)","3064","-","-",1.0,1,120000.0,201.6,"373, TO","IS Ammo MML-5 LRM Thunder-Augmented,IS Ammo MML-5 LRM Thunder-Augmented,ISMML5 LRM Ammo Thunder-Augmented,IS MML-5 LRM Ammo Thunder-Augmented,IS Ammo MML-5 LRM - Thunder-Augmented,ISMML5 LRM Ammo - Thunder-Augmented,IS MML-5 LRM Ammo - Thunder-Augmented,IS Thunder-Augmented Ammo MML-5 LRM,ISMML5 LRM Thunder-Augmented Ammo,IS MML-5 LRM Thunder-Augmented Ammo,"
A,"MML 5 LRM Thunder-Vibrabomb Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3064","-","-",1.0,1,75000.0,60.0,"373, TO","IS Ammo MML-5 LRM Thunder-Vibrabomb,IS Ammo MML-5 LRM Thunder-Vibrabomb,ISMML5 LRM Ammo Thunder-Vibrabomb,IS MML-5 LRM Ammo Thunder-Vibrabomb,IS Ammo MML-5 LRM - Thunder-Vibrabomb,ISMML5 LRM Ammo - Thunder-Vibrabomb,IS MML-5 LRM Ammo - Thunder-Vibrabomb,IS Thunder-Vibrabomb Ammo MML-5 LRM,ISMML5 LRM Thunder-Vibrabomb Ammo,IS MML-5 LRM Thunder-Vibrabomb Ammo,"
A,"MML 5 LRM Thunder-Inferno Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-E","Advanced","~3054(CC)","~3054(CC)","3056(CC)","3062","-","-",1.0,1,30000.0,60.0,"373, TO","IS Ammo MML-5 LRM Thunder-Inferno,IS Ammo MML-5 LRM Thunder-Inferno,ISMML5 LRM Ammo Thunder-Inferno,IS MML-5 LRM Ammo Thunder-Inferno,IS Ammo MML-5 LRM - Thunder-Inferno,ISMML5 LRM Ammo - Thunder-Inferno,IS MML-5 LRM Ammo - Thunder-Inferno,IS Thunder-Inferno Ammo MML-5 LRM,ISMML5 LRM Thunder-Inferno Ammo,IS MML-5 LRM Thunder-Inferno Ammo,"
A,"MML 5 LRM Anti-TSM Ammo","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-F","Experimental","3026(FS)","3026(FS)","3027(FS)","-","-","-",1.0,1,60000.0,6.0,"104, IO","IS Ammo MML-5 LRM Anti-TSM,IS Ammo MML-5 LRM Anti-TSM,ISMML5 LRM Ammo Anti-TSM,IS MML-5 LRM Ammo Anti-TSM,IS Ammo MML-5 LRM - Anti-TSM,ISMML5 LRM Ammo - Anti-TSM,IS MML-5 LRM Ammo - Anti-TSM,IS Anti-TSM Ammo MML-5 LRM,ISMML5 LRM Anti-TSM Ammo,IS MML-5 LRM Anti-TSM Ammo,"
A,"MML 5 LRM Artemis-capable Ammo","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","2592(TH)","2592(TH)","2598(TH)","3045","~2855","3035",1.0,1,60000.0,6.0,"230, TM","IS Ammo MML-5 LRM Artemis-capable,IS Ammo MML-5 LRM Artemis-capable,ISMML5 LRM Ammo Artemis-capable,IS MML-5 LRM Ammo Artemis-capable,IS Ammo MML-5 LRM - Artemis-capable,ISMML5 LRM Ammo - Artemis-capable,IS MML-5 LRM Ammo - Artemis-capable,IS Artemis-capable Ammo MML-5 LRM,ISMML5 LRM Artemis-capable Ammo,IS MML-5 LRM Artemis-capable Ammo,"
